"inline-flex src","text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 3","text-lg","text-2xs","whitespace-pre-wrap","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 2","text-xs 4","text-lg 2","text-2xs 3","whitespace-pre-wrap 2","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 3","text-xs 5","text-lg 3","text-2xs 5","whitespace-pre-wrap 3","text-xs 6","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 4","text-lg 4","text-2xs 7","text-2xs 8","text-sm 5","relative src 4","whitespace-pre-wrap 4","whitespace-pre-wrap 5"
"","","https://www.carrefouruae.com/mafuae/en/dates/jomara-dates-almond-275g-gift-box/p/711369","https://cdn.mafrservices.com/sys-master-root/he3/h93/32348636545054/711369_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-khlas-kg-v03-kd/p/181570","Kingdom Dates Khalas 1kg","AED 51.96 per Kilo","17",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/exotic-fruit/golden-berries/p/1504862","https://cdn.mafrservices.com/sys-master-root/h02/h33/49363774930974/1504862_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-mixed-fruit-salad-250g/p/1556078","Hello Fruits Mixed Fruit Salad 250 gm","AED 119.96 per Kilo","12",".99","Only 2 left","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-mixed-fruit-salad-250g/p/1556078","https://cdn.mafrservices.com/pim-content/UAE/media/product/1556078/1724836203/1556078_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/jomara-dates-almond-275g-gift-box/p/711369","Jomara Dates With Almond 250g","AED 58.76 per Kilo","29",".99","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/dates/dates-khlas-kg-v03-kd/p/181570","https://cdn.mafrservices.com/pim-content/UAE/media/product/181570/1772781000/181570_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/exotic-fruit/golden-berries/p/1504862","Golden Berries","9",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Only 2 left"
"","","https://www.carrefouruae.com/mafuae/en/dates/date-crown-syrup-400g/p/870770","https://cdn.mafrservices.com/sys-master-root/h50/hca/48488104755230/870770_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/khalas-al-qaseem-kd/p/869984","Kingdom Dates Khalas Al Qaseem Dates 1kg","AED 61.96 per Kilo","32",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/premium-seedless-dates-250g-kd/p/994315","https://cdn.mafrservices.com/pim-content/UAE/media/product/994315/1772781000/994315_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-syrup-1-kg-kd/p/182365","Kingdom Dates Syrup Dates 1Kg","AED 42.47 per Kilo","17",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/dates-syrup-1-kg-kd/p/182365","https://cdn.mafrservices.com/pim-content/UAE/media/product/182365/1772781000/182365_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/premium-seedless-dates-250g-kd/p/994315","Kingdome Dates Premium Seedless Dates 250g","","15",".49","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/dates/khalas-al-qaseem-kd/p/869984","https://cdn.mafrservices.com/pim-content/UAE/media/product/869984/1772781000/869984_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/date-crown-syrup-400g/p/870770","Date Crown Date Syrup 400g","16",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","https://www.carrefouruae.com/mafuae/en/clementine-mandarin/kumquat-pp/p/679662","https://cdn.mafrservices.com/sys-master-root/hbd/h9d/14728968208414/679662_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-assorted-100gx3-kd-kd/p/1584253","Kingdom Dates Assorted Dates 3X100g","AED 63.30 per Kilo","18",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/dates-choco-350g-200g-free-kd/p/247203","https://cdn.mafrservices.com/pim-content/UAE/media/product/247203/1773208800/247203_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/clementine-mandarin/kumquat-pp/p/679662","Kumquat","AED 74.95 per Kilo","14",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/date-crown-kheneizi-500g/p/1056280","https://cdn.mafrservices.com/sys-master-root/h5a/hb1/48487771766814/1056280_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/date-crown-kheneizi-500g/p/1056280","Dates Crown Kheneizi Dates 500g","","14",".99","Only 2 left","","https://www.carrefouruae.com/mafuae/en/dates/dates-assorted-100gx3-kd-kd/p/1584253","https://cdn.mafrservices.com/pim-content/UAE/media/product/1584253/1773208800/1584253_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-choco-350g-200g-free-kd/p/247203","Chocolate Dates 550g","27",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"","","https://www.carrefouruae.com/mafuae/en/dates/date-crown-lulu-500-g/p/870769","https://cdn.mafrservices.com/sys-master-root/hce/h7e/48537353715742/870769_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/byra-ajwahdate400gziperpouch-spcal/p/1504558","Bayara Ajwah Dates 400g","500g - Approx 10 pieces/KG","31",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/pears/pear-coscia/p/446223","https://cdn.mafrservices.com/sys-master-root/h82/he8/12495893135390/446223_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/date-crown-lulu-500-g/p/870769","Date Crown Lulu Dates 500g","","14",".29","Only 2 left","https://www.carrefouruae.com/mafuae/en/dates/jomara-premium-filled-dates/p/1705702","https://cdn.mafrservices.com/sys-master-root/h61/h0a/28244290404382/1705702_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pears/pear-coscia/p/446223","Coscia Pear","","9",".50","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/dates/byra-ajwahdate400gziperpouch-spcal/p/1504558","https://cdn.mafrservices.com/sys-master-root/h3e/h0f/62295912218654/1504558_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/jomara-premium-filled-dates/p/1705702","Jomara Premium Filled Dates 180g","20",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"","","https://www.carrefouruae.com/mafuae/en/dates/date-crown-fard-500-g/p/870766","https://cdn.mafrservices.com/sys-master-root/h91/h3c/12632407244830/870766_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-with-nuts-kd/p/1450698","Kingdom Dates With Nuts 300g","AED 46.76 per Kilo","16",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/jomara-pouch-180g-date-choco/p/1705703","https://cdn.mafrservices.com/sys-master-root/h52/h04/28244290273310/1705703_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-tri-colour-melon-250g/p/1556079","Hello Fruits Tri Colour Melon 250g","AED 166.61 per Kilo","11",".69","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-tri-colour-melon-250g/p/1556079","https://cdn.mafrservices.com/pim-content/UAE/media/product/1556079/1738753203/1556079_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/date-crown-fard-500-g/p/870766","Date Crown Fard Dates 500g","","14",".29","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/dates/dates-with-nuts-kd/p/1450698","https://cdn.mafrservices.com/pim-content/UAE/media/product/1450698/1773208800/1450698_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/jomara-pouch-180g-date-choco/p/1705703","Jomara Choco Date Pouch 180g","29",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","https://www.carrefouruae.com/mafuae/en/melon/di-melon-yellow/p/975053","https://cdn.mafrservices.com/sys-master-root/hbe/hd6/13708946931742/975053_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/melon/di-melon-yellow/p/975053","Melon Yellow","2.50KG - Approx 1 piece/KG","49",".97","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/jomara-astd-date-choco-250g-gft-box/p/711371","https://cdn.mafrservices.com/sys-master-root/hcc/h67/28260006461470/711371_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/jomara-astd-date-choco-250g-gft-box/p/711371","Jomara Date Chocolates 250g","AED 179.96 per Kilo","44",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/chocolate-dates-350-200-200-kd/p/1713574","https://cdn.mafrservices.com/pim-content/UAE/media/product/1713574/1774360869/1713574_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/chocolate-dates-350-200-200-kd/p/1713574","ChocoDubai Chocolate Dates 750g Assorted","AED 92.48 per Kilo","36",".99","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/dates/dates-jomara-with-almonds-180g/p/383096","https://cdn.mafrservices.com/sys-master-root/h0f/h61/28260006658078/383096_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-jomara-with-almonds-180g/p/383096","Jomara Dates with Almonds 200g","23",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","https://www.carrefouruae.com/mafuae/en/dates/date-crown-500gx2-1-free/p/1604361","https://cdn.mafrservices.com/sys-master-root/h57/hf0/48487976632350/1604361_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-500g-buy-2-get-1-free-kd-sd/p/1503715","Kingdom Dates Saudi Dates 500g Buy 2 Get 1 Free","AED 13.33 per Kilo","19",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-tri-colour-melon-400g/p/1556077","https://cdn.mafrservices.com/pim-content/UAE/media/product/1556077/1738753203/1556077_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/date-crown-500gx2-1-free/p/1604361","Date Crown Fard Dates 500g+500g","AED 40.48 per Kilo","26",".99","Only 2 left","https://www.carrefouruae.com/mafuae/en/packed-fruits/shiro-miso-soup-500ml/p/2243313","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243313/1768568400/2243313_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/shiro-miso-soup-500ml/p/2243313","Soule Soup Shiro Miso 500 ml","","11",".99","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/dates/dates-500g-buy-2-get-1-free-kd-sd/p/1503715","https://cdn.mafrservices.com/pim-content/UAE/media/product/1503715/1773208800/1503715_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-tri-colour-melon-400g/p/1556077","Hello Fruits Tri Colour Melon 400 gm","16",".19","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Only 2 left"
"","","https://www.carrefouruae.com/mafuae/en/dates/jomara-ass-dates-tin-can/p/1163061","https://cdn.mafrservices.com/sys-master-root/h5e/h6b/28244283097118/1163061_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-with-almond-700-grs-kd/p/1112076","Kingdom Dates with Almonds 700g","AED 42.13 per Kilo","29",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-watermelon-slices-400g/p/1556083","https://cdn.mafrservices.com/pim-content/UAE/media/product/1556083/1738753203/1556083_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/premium-seedless-dates-500-gm-kd/p/994316","Kingdom Dates Seedless Dates 500g","AED 29.22 per Kilo","27",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/premium-seedless-dates-500-gm-kd/p/994316","https://cdn.mafrservices.com/pim-content/UAE/media/product/994316/1773208800/994316_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/h-fruits-watermelon-slices-400g/p/1556083","Hello Fruits Watermelon Slices 400 gm","AED 196.30 per Kilo","11",".69","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/dates/dates-with-almond-700-grs-kd/p/1112076","https://cdn.mafrservices.com/pim-content/UAE/media/product/1112076/1773208800/1112076_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/jomara-ass-dates-tin-can/p/1163061","Jomara Dates 400g","58",".89","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","19% OFF","https://www.carrefouruae.com/mafuae/en/dates/bayara-datesaudi-vacm1kgspcal-off/p/1504549","https://cdn.mafrservices.com/sys-master-root/h41/hb0/13477727502366/1504549_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/bayara-datesaudi-vacm1kgspcal-off/p/1504549","Bayara Saudi Dates Vacuum Pack 1kg","AED 39.99 per Kilo","14",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/dubai-souvenir-buy-2-get-1-free-kd/p/993649","https://cdn.mafrservices.com/pim-content/UAE/media/product/993649/1772781000/993649_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/roasted-cauliflower-chickpeas-soup/p/2243320","Soule Soup Roasted Cauliflower Chickpeas 500 ml","AED 53.98 per Kilo","13",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/dates-with-almond-250gx3-kd/p/1650918","https://cdn.mafrservices.com/pim-content/UAE/media/product/1650918/1772781000/1650918_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-with-almond-250gx3-kd/p/1650918","Kingdom Dates  with Almonds 3X250g","","29",".99","Tom. 10:00 AM","10% OFF","https://www.carrefouruae.com/mafuae/en/packed-fruits/roasted-cauliflower-chickpeas-soup/p/2243320","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243320/1768568400/2243320_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dubai-souvenir-buy-2-get-1-free-kd/p/993649","Kingdom Dates Dubai Souvenir Dates Buy 2 Get 1 Free 350g","26",".99","AED","AED 36.99","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","https://www.carrefouruae.com/mafuae/en/exotic-fruit/lychee-pp/p/351497","https://cdn.mafrservices.com/pim-content/UAE/media/product/351497/1765513241/351497_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/exotic-fruit/lychee-pp/p/351497","Lychees 500g","AED 71.98 per Kilo","35",".99","Only 2 left","https://www.carrefouruae.com/mafuae/en/dates/dates-saudi-400g-special-offer/p/1711078","https://cdn.mafrservices.com/sys-master-root/h8e/hed/62295919067166/1711078_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/dates-saudi-400g-special-offer/p/1711078","Bayara Dates Saudi 400g","500g - Approx 2 pieces/KG","9",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/cherries/cherry-red-pack-500-gm/p/1049102","https://cdn.mafrservices.com/pim-content/UAE/media/product/1049102/1747715030/1049102_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cherries/cherry-red-pack-500-gm/p/1049102","Cherry 500g","","39",".99","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/apple/di-apple-red-leb/p/2243042","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243042/1751263204/2243042_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/apple/di-apple-red-leb/p/2243042","Apple Red","19",".50","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","Bright Bites","https://www.carrefouruae.com/mafuae/en/packed-fruits/yoghurt-gr-ra-125g/p/2246458","https://cdn.mafrservices.com/pim-content/UAE/media/product/2246458/1757858405/2246458_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/oats-blueb-125g/p/2246445","Bright Bites Super Creamy Overnight Oats Blueberry","","6",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/oats-chia-125g/p/2246449","https://cdn.mafrservices.com/pim-content/UAE/media/product/2246449/1757805004/2246449_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/pho-broth-soup-500ml/p/2243321","Soule Pho Broth 500 ml","","24",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/pho-broth-soup-500ml/p/2243321","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243321/1768568400/2243321_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/oats-chia-125g/p/2246449","Bright Bites Super Creamy Overnight Oats  Pomengrate","","6",".49","Tom. 10:00 AM","Bright Bites","https://www.carrefouruae.com/mafuae/en/packed-fruits/oats-blueb-125g/p/2246445","https://cdn.mafrservices.com/pim-content/UAE/media/product/2246445/1757805004/2246445_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/yoghurt-gr-ra-125g/p/2246458","Bright Bites Yoghurt With Granola And Raspberries","7",".49","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","https://www.carrefouruae.com/mafuae/en/melon/di-watermelon-seedless/p/1508026","https://cdn.mafrservices.com/pim-content/UAE/media/product/1508026/1741842003/1508026_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/melon/di-watermelon-seedless/p/1508026","Watermelon Import Seedless","2KG - Approx 1 piece/KG","51",".98","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/exotic-fruit/prickly-pear/p/446981","https://cdn.mafrservices.com/pim-content/UAE/media/product/446981/1752739548/446981_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/beetroot-soup-500ml/p/2243316","Soule Soup Beetroot 500 ml","500g - Approx 2 pieces/KG","20",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/tomato-soup-500ml/p/2243325","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243325/1768568400/2243325_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/tomato-soup-500ml/p/2243325","Soule Soup Tomato 500 ml","","26",".99","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/packed-fruits/beetroot-soup-500ml/p/2243316","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243316/1768568400/2243316_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/exotic-fruit/prickly-pear/p/446981","Prickly Pear","15",".00","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","Bright Bites","","","https://www.carrefouruae.com/mafuae/en/packed-fruits/beetroot-o-j-150ml/p/2246452","Bright Bites Fresh Beetroot And Orange Juice","","6",".49","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/kiwi/kiwi-lolli-pop-750g/p/2230090","Kiwi Lolli Pop 750g","","37",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/packed-fruits/green-asparagus-soup-500ml/p/2243322","Soule Soup Green Asparagus 500 ml","","30",".49","Tom. 10:00 AM","5% OFF","","","https://www.carrefouruae.com/mafuae/en/packed-fruits/potato-leek-soup-500ml/p/2243319","Soule Soup Potato & Leek 500 ml","20",".49","AED","AED 39.99","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","https://www.carrefouruae.com/mafuae/en/packed-fruits/mushroom-soup-500ml/p/2243317","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243317/1768568400/2243317_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/peaches-nectarines/peach-flat-ep-pack/p/463514","Flat Peach 1Kg","AED 69.98 per Kilo","34",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/packed-fruits/fiery-lentil-soup-500ml/p/2243323","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243323/1768568400/2243323_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/peaches-nectarines/ld-peach-import/p/489951","Peach","500g - Approx 9 pieces/KG","18",".00","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/peaches-nectarines/ld-peach-import/p/489951","https://cdn.mafrservices.com/sys-master-root/h7d/he6/12631674355742/489951_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/fiery-lentil-soup-500ml/p/2243323","Soule Soup Fiery Lentil 500 ml","","11",".99","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/peaches-nectarines/peach-flat-ep-pack/p/463514","https://cdn.mafrservices.com/sys-master-root/h13/he2/14623287214110/463514_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/mushroom-soup-500ml/p/2243317","Soule Soup Mushroom 500 ml","29",".49","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","Bright Bites","https://www.carrefouruae.com/mafuae/en/lemon-lime/lemon-rsa-kg/p/2275113","https://cdn.mafrservices.com/pim-content/UAE/media/product/2275113/1778828002/2275113_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/packed-fruits/mixed-beries-pot-80g/p/2246463","Bright Bites Mixed  Berries","500g - Approx 2 pieces/KG","13",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/dates/jomara-dates-with-pistachio-400g/p/1859817","https://cdn.mafrservices.com/sys-master-root/h2e/hb2/28244302233630/1859817_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/lemon-lime/lemon-rsa-kg/p/2275113","Lemon Selected","500g - Approx 25 pieces/KG","7",".00","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/apricot-plums/di-loquat/p/449287","https://cdn.mafrservices.com/sys-master-root/hec/h42/12631672291358/449287_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/apricot-plums/di-loquat/p/449287","Loquat Fruit","AED 113.73 per Kilo","10",".00","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/packed-fruits/mixed-beries-pot-80g/p/2246463","https://cdn.mafrservices.com/pim-content/UAE/media/product/2246463/1757805004/2246463_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/dates/jomara-dates-with-pistachio-400g/p/1859817","Jomara Dates With Pistachio 400g","45",".49","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM",""
"","","","","https://www.carrefouruae.com/mafuae/en/dates/jomara-assorted-filled-dates-375g/p/1859816","Jomara Assorted Filled Dates 400g","AED 107.48 per Kilo","42",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/avocado/di-avocado-hass-usa/p/2264718","Avocado Hass USA","500g - Approx 2 pieces/KG","20",".00","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/dates/jomara-prem-ajwa-dates-400g-pouch/p/1892018","Jomara Premium Ajwa Dates Pouch 400g","","42",".49","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/dates/dates-almonds-milk-chocolate-250g/p/1859111","Bayara Milk Chocolate Date Almonds 250g","28",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 2 left","Tom. 10:00 AM"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","Bright Bites","","","https://www.carrefouruae.com/mafuae/en/grapes/ph-s-grapes-red-seedless-500gm/p/2259388","Pure Harvest Red Grapes Seedless 500g","1.20KG - Approx 1 piece/KG","19",".99","Only 2 left","","","https://www.carrefouruae.com/mafuae/en/dates/dates-almonds-dark-chocolate-250g/p/1859110","Bayara Dark Chocolate Almond Dates 250g","","28",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/melon/di-watermelon-mini-usa/p/2264720","Watermelon Mini USA","","35",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/cherries/cherry-carry-bag-pp/p/1206956","Cherry 500g","49",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"","","","","https://www.carrefouruae.com/mafuae/en/dates/date-crown-milk-chocolate-100gx3/p/1923958","Date Crown Milk Chocolate Dates 3X100g","","16",".99","Only 2 left","","","https://www.carrefouruae.com/mafuae/en/packed-fruits/banana-single-1pc/p/2296652","Banana Single 1 Piece","","1",".57","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/dates/almond-dates-assorted-choco-250g/p/1859109","Bayara Assorted Chocolate Almond Dates 250g","","34",".99","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/packed-fruits/bk-banana-smoothies-330-ml/p/2234190","Barakat Banana Smoothie With Honey 330ml","11",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"https://cdnprod.mafretailproxy.com/assets/images/Vector_1_640025361d.svg","Bright Bites","","","https://www.carrefouruae.com/mafuae/en/dates/bayara-dates-khalas-tray-1kg/p/2148746","Bayara Dates Khalas Tray 1Kg","","19",".99","Only 2 left","","","https://www.carrefouruae.com/mafuae/en/dates/dc-stuffed-dates-13x250g-promo/p/2134174","Date Crown Assorted Stuffed Dates 250g 3 Pieces","","33",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/dates/dc-crescent-moon-335g/p/2149112","Date Crown  Cresent  Moon","","39",".99","Only 3 left","","","","https://www.carrefouruae.com/mafuae/en/cherries/ph-s-cherries-bowl-300gm/p/2259393","Pure Harvest Cherries Bowl 300g","32",".99","AED","","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tom. 10:00 AM","Tom. 10:00 AM"
"","10% OFF","","","https://www.carrefouruae.com/mafuae/en/mango/mango-elephant-red/p/71073","Mango Elephant Red","1KG - Approx 1 piece/KG","49",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/exotic-fruit/fruits-basket-medium-size/p/1284307","Fruit Basket Medium 5 Kg","","89",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/cherries/cherries-premium-500g-pp/p/1567548","Premium Cherries 500g","","29",".99","Tom. 10:00 AM","75% OFF","","","","","","","","AED 99.99","","",""